"[98, 43.18213992270621]","[96, 40.857374408933744]","[97, 39.341143977016124]","[9, 38.16745305841657]","[95, 36.0412693115354]","[963, 35.5030635731038]","[919, 34.49068184123399]","[969, 34.07325398526336]","[91, 34.00337106957329]","[92, 33.63820244448694]"
"[98, 65.81903921653323]","[96, 61.294121083410985]","[97, 59.85488885592715]","[95, 54.857582606269]","[9, 54.83520756428626]","[99, 54.23944400514009]","[969, 54.023869864031695]","[91, 49.94978953270835]","[92, 49.89964636840311]","[963, 49.07152974482135]"
"[96, 51.93528369033596]","[98, 47.20498801512435]","[92, 41.322958390766125]","[95, 40.66414704768696]","[97, 38.08047394752817]","[99, 34.29667408496674]","[939, 33.42921110314459]","[94, 33.29273536547504]","[91, 33.212594925556104]","[9, 33.153329862457845]"
"[96, 38.88427758043229]","[98, 37.44127952876549]","[95, 37.0788334338165]","[91, 34.069059924529476]","[97, 33.85073618867434]","[969, 32.63594610269427]","[99, 32.13382845417592]","[924, 29.899729395345137]","[993, 29.637462489592256]","[928, 28.741202751160326]"
"[98, 54.1752421349369]","[96, 53.338123095774165]","[95, 47.22260013428557]","[91, 44.2390286935223]","[97, 43.82215653833867]","[99, 40.4919916418282]","[969, 40.31931187841705]","[919, 40.108100884451645]","[92, 39.38149340863881]","[9, 39.218818238779434]"
"[98, 61.31277407970993]","[96, 56.51330703865888]","[969, 48.456812599379965]","[95, 48.04923211887172]","[9, 47.97339422300257]","[97, 47.50628864204404]","[91, 47.09973752210132]","[919, 45.89715635525036]","[92, 45.579687943324394]","[99, 44.21268546621522]"
"[98, 40.77715527616545]","[97, 36.456100017483934]","[96, 36.08992338327223]","[99, 32.4354372321193]","[95, 32.404483501514584]","[969, 32.37277279722127]","[9, 31.880556510013758]","[963, 30.173392582473525]","[91, 29.657645502502803]","[945, 28.921988561387444]"
"[98, 52.15438452100852]","[93, 50.202451873954175]","[9, 47.81221326594356]","[96, 45.101197679848184]","[924, 42.99166056067625]","[919, 42.76151272167752]","[95, 38.228046414903964]","[928, 35.905436379415164]","[97, 35.01464001379284]","[936, 33.40178950335527]"
"[98, 54.34886539528426]","[96, 49.68438895909432]","[97, 47.38531860514419]","[9, 46.4567012089327]","[95, 45.539638138103726]","[969, 43.18464468571344]","[91, 42.747454265931474]","[919, 42.37863807356328]","[963, 42.17132154685238]","[99, 41.079774375905174]"
"[98, 29.130832568854036]","[9, 28.85345200791039]","[937, 28.748937363915797]","[902, 26.44919510730368]","[96, 24.442291729901054]","[988, 22.227270726935235]","[984, 22.185667040639157]","[93, 22.059179161124685]","[900, 21.39885898620859]","[919, 20.18160808383449]"
"[98, 60.79869417667142]","[96, 54.97337439708182]","[97, 50.73443725210806]","[9, 49.38908322222798]","[95, 48.793383183128526]","[92, 47.79294442505977]","[99, 43.93841878385499]","[939, 43.068061123225974]","[969, 42.46094756357526]","[91, 42.36753255985639]"
"[9, 25.74814327507023]","[98, 24.867280435071862]","[937, 22.446032180515214]","[96, 21.513539067054317]","[902, 20.674724119657064]","[900, 19.436054396272233]","[93, 17.941786865436224]","[984, 17.18759571623867]","[95, 17.09546793108551]","[92, 16.757159273513697]"
"[9, 48.67387201234616]","[98, 47.90678444581703]","[96, 45.66596183077101]","[97, 43.9691365651161]","[963, 42.031731499450984]","[99, 39.9310567320672]","[95, 39.83447042273173]","[92, 39.700030627875485]","[969, 38.5053198297304]","[93, 38.317099448839855]"
"[98, 51.99522153646437]","[96, 45.501480858214734]","[95, 43.287671323034914]","[924, 41.06942931163079]","[97, 40.919395569844745]","[9, 40.20820162670143]","[919, 37.06611132938982]","[969, 36.70992137182979]","[99, 36.49197354717732]","[993, 36.15060660175586]"
"[902, 23.335336883714717]","[9, 22.92601485786638]","[98, 22.33350602199442]","[937, 22.032965281146645]","[96, 20.91104074868742]","[900, 19.7747413530221]","[93, 17.58291765844927]","[984, 16.12230453714581]","[95, 15.89886284610109]","[988, 15.645641794393784]"
"[98, 62.30609787717332]","[96, 59.351206851858045]","[97, 56.15861922742288]","[9, 50.34402305928935]","[95, 49.779799593690704]","[99, 49.70972937870253]","[969, 48.88561047360784]","[92, 48.28266283655568]","[919, 46.23225317671127]","[963, 45.79092983152973]"
"[96, 39.768945584839265]","[97, 36.249795609997676]","[98, 35.54532712801085]","[95, 33.92745852011576]","[9, 32.983466955233936]","[92, 30.62335639703166]","[969, 30.102681869363348]","[939, 29.525145252128816]","[99, 29.30269886410461]","[963, 28.715037223612217]"
"[98, 50.42458355507439]","[9, 46.04450050038076]","[93, 45.463081976371065]","[924, 44.161230235755376]","[919, 43.115047875975556]","[96, 42.398958867266906]","[95, 38.174952223574806]","[97, 36.65547814653231]","[928, 36.4545089306594]","[993, 34.548704408892036]"
"[9, 31.33174387911406]","[98, 29.96528778797341]","[93, 28.129144200267774]","[919, 26.03914238247832]","[96, 25.57765546170153]","[937, 25.02049147462005]","[924, 24.257183205517585]","[902, 22.82228022016956]","[95, 21.515878168134147]","[993, 21.42796043449918]"
"[9, 30.18841873712747]","[98, 28.682009501706762]","[93, 26.282115138737225]","[96, 24.746434782349695]","[95, 24.31850119487832]","[924, 24.286425418693284]","[919, 23.863098926046227]","[993, 23.044655070663197]","[97, 21.81119258437448]","[928, 21.206458460548404]"
"[98, 47.16811926751378]","[93, 43.64241563943419]","[9, 43.46052937669396]","[924, 40.43082122737148]","[96, 39.351369849249345]","[919, 38.80775487385912]","[95, 34.76587872767083]","[928, 34.438057360524695]","[97, 33.9391680779548]","[926, 33.10970487434652]"
"[96, 53.284954586969825]","[98, 52.932948020882655]","[97, 44.33831337387324]","[95, 42.97975537771942]","[99, 41.711367956786184]","[9, 40.80159936661103]","[92, 40.79374786688534]","[919, 40.31649444174758]","[969, 40.305297783747775]","[91, 39.09198981707837]"
"[98, 44.54285494512812]","[9, 43.58446800783829]","[97, 40.998918721582825]","[923, 38.0014191347838]","[96, 36.925154287471]","[99, 36.69255102670491]","[963, 36.392760214025806]","[956, 35.77734550791516]","[93, 34.22101320092447]","[945, 34.21574118118289]"
"[96, 42.555103785323965]","[98, 41.303271945157185]","[92, 38.34679791360666]","[95, 36.176385074092146]","[9, 35.596771662906846]","[919, 34.63150420479811]","[97, 34.16195696753027]","[99, 32.68428276528113]","[963, 31.580754978117103]","[959, 31.32969869090818]"
"[98, 28.352485176996954]","[9, 28.16379329427977]","[99, 25.024557645928727]","[96, 24.61662475075981]","[97, 22.673807142580863]","[963, 22.03856276851785]","[91, 22.024921684727726]","[93, 21.782011018310886]","[923, 21.567870321002992]","[945, 21.05453691997421]"
"[98, 56.142142650514124]","[96, 55.83829732535696]","[97, 50.97984907569897]","[95, 49.90865554456539]","[969, 47.981433893293136]","[99, 46.35051905416303]","[91, 45.7650392751654]","[9, 44.69293582822622]","[94, 42.11551841359584]","[924, 41.03690790686615]"
"[98, 63.82426761965574]","[96, 55.66971206001198]","[97, 54.67239344858405]","[9, 54.29636537972924]","[99, 51.02979356634036]","[92, 50.307904954664096]","[969, 50.14803229307098]","[95, 49.9071034076411]","[91, 49.542066751658204]","[919, 48.698367927749324]"
"[98, 35.87998145567813]","[9, 32.82278059900022]","[96, 31.716813767668516]","[93, 31.156822045414096]","[924, 29.861497835841075]","[919, 27.10616645223513]","[993, 26.917006921605378]","[95, 26.544791826563742]","[928, 25.696816389462704]","[926, 24.67747514489091]"
"[98, 48.74705460973305]","[9, 47.01175439005502]","[96, 45.359963655701435]","[97, 43.72652633626671]","[99, 43.201919321755895]","[91, 42.67895022652271]","[919, 42.20395732990305]","[963, 41.749572066504484]","[92, 41.622390545497986]","[969, 39.537109356543745]"
"[902, 27.454071666628085]","[98, 26.867418983513094]","[9, 26.809051434688545]","[937, 26.126037999534525]","[900, 26.015361568872652]","[96, 24.401314397958778]","[93, 19.34265368144171]","[988, 18.908331338161947]","[95, 18.867201452607596]","[984, 18.7703465646405]"
"[98, 39.4598642128861]","[96, 37.966740292681386]","[95, 35.11230410008558]","[97, 33.101322049498854]","[969, 32.32011263483727]","[91, 30.779369432970945]","[99, 30.171623768000075]","[9, 30.097717116956698]","[919, 29.171668668684305]","[92, 27.636848787622842]"
"[98, 66.28659390644745]","[96, 61.078507740748115]","[9, 53.72789002893403]","[95, 52.58419621912887]","[97, 51.89543410787354]","[91, 50.353964609416906]","[969, 50.27974367982613]","[99, 49.72513027965454]","[92, 48.03404227441561]","[919, 46.19805762397236]"
"[98, 34.249506937698364]","[96, 30.887333418197986]","[9, 29.199001162657833]","[924, 28.768879803464774]","[95, 27.33663093723581]","[93, 27.101048428317505]","[919, 25.344499123171836]","[993, 25.101460150366975]","[97, 24.777755706634036]","[928, 24.223107266189384]"
"[98, 70.47163155418409]","[96, 62.09158058008668]","[97, 60.36112941555133]","[9, 57.62918453353708]","[99, 56.16905170243959]","[91, 56.15628191334643]","[969, 55.92066286966793]","[95, 53.63413024480449]","[92, 51.672500663301015]","[963, 50.31757664425664]"
"[9, 32.45141675950292]","[98, 23.399789211263872]","[93, 22.781728172507066]","[900, 21.395060407471615]","[902, 20.653488055669822]","[937, 20.590116655939173]","[96, 17.921278596040995]","[919, 17.68088164501302]","[923, 17.020682943764967]","[936, 16.7284742956856]"
"[9, 30.857638927928228]","[98, 28.381726122883236]","[96, 25.171010843434825]","[937, 23.67482819370418]","[93, 23.472731362015804]","[924, 22.34021636000137]","[988, 21.24655664734645]","[993, 20.999924163173947]","[984, 20.888168603743463]","[902, 20.567519610806592]"
"[98, 68.22435988600641]","[96, 62.12811907828209]","[9, 54.05118167082137]","[97, 52.914284747840995]","[95, 52.89506780729269]","[99, 50.95761713064994]","[92, 50.88763523370903]","[969, 50.23793444316804]","[91, 49.45430793021728]","[963, 47.7508400649124]"
"[98, 57.19296087392002]","[96, 53.850539581321115]","[97, 50.46446203205422]","[9, 50.37846586825737]","[95, 49.865764447872365]","[969, 45.583865676476954]","[99, 45.46210064512274]","[91, 43.12136826869156]","[963, 43.02425803314118]","[93, 42.66072801142682]"
"[9, 58.112624780330755]","[98, 57.40548429539579]","[96, 55.61234648287645]","[97, 51.78590773128851]","[93, 50.612951614776954]","[99, 48.29931239017682]","[92, 48.22350809820274]","[963, 47.795274490587545]","[919, 47.17576256679003]","[95, 46.94917631774552]"
"[900, 28.04081093847413]","[9, 27.872694383964745]","[902, 26.98475954056946]","[937, 23.360508862503547]","[98, 21.908616852347315]","[96, 20.665779160045922]","[93, 17.983643806407926]","[97, 16.85704381360928]","[919, 16.756354697662807]","[99, 16.370168956316622]"
"[9, 36.24460396041749]","[98, 32.292432753012946]","[93, 32.249059464076865]","[919, 30.787477816345955]","[96, 27.07840831155065]","[924, 26.321764019006604]","[95, 24.522150287213936]","[92, 21.740488663570666]","[928, 21.241615399311097]","[936, 21.08887174354174]"
"[9, 39.86688216022788]","[98, 38.82530384136814]","[96, 35.468506374969046]","[919, 32.65985041914531]","[95, 32.128723821624476]","[963, 32.08139451027708]","[92, 31.654230804553166]","[97, 31.484732647311233]","[93, 31.470006757617107]","[99, 30.622834888852122]"
"[98, 55.76657899828104]","[97, 53.82353447492918]","[9, 50.60814770986403]","[99, 49.49987688721809]","[96, 47.81960848787055]","[969, 46.4544254669296]","[91, 45.797231458878315]","[92, 45.225710455265556]","[945, 44.406907950762346]","[963, 44.161626445040646]"
"[98, 62.5210171268195]","[96, 59.66207184576581]","[91, 52.81386585674015]","[95, 51.7288304466082]","[97, 50.346784797386526]","[969, 50.135073111581065]","[99, 49.75908467645372]","[9, 49.45003818695468]","[919, 46.945717880839695]","[92, 46.39674382339824]"
"[98, 51.76710334476686]","[97, 51.355810856924336]","[96, 48.84398974996994]","[9, 47.29531083832556]","[969, 44.33112046511071]","[95, 44.151973015524355]","[99, 42.494805880366386]","[91, 42.47624805069567]","[919, 42.28258793696904]","[963, 41.999274668225276]"
"[9, 28.182395307636146]","[93, 24.644694358252487]","[98, 20.184461956368413]","[919, 18.583617575815282]","[96, 17.189547955912584]","[936, 16.482114352420325]","[924, 15.381391182459089]","[97, 15.19278541765657]","[95, 14.950621614193036]","[923, 14.341092729146839]"
"[98, 53.255759359271295]","[96, 47.916940291520135]","[9, 44.749773071626294]","[93, 43.97960095894942]","[924, 43.622638618124036]","[919, 43.251649602800555]","[95, 42.98629468597709]","[97, 41.98968856825872]","[92, 39.72102315459928]","[963, 38.02984573623913]"
"[98, 56.67140789599496]","[9, 53.847441886568994]","[97, 52.51011510952519]","[96, 51.86907786320187]","[963, 47.25021302091633]","[99, 47.22512587475608]","[95, 46.390864711688565]","[92, 45.875512679208406]","[919, 45.56073742176772]","[969, 44.599641577329244]"
"[98, 57.080571297074734]","[96, 51.31535225763496]","[97, 49.5730628482453]","[95, 46.841279438795844]","[99, 45.37119315820986]","[91, 45.01035967648602]","[969, 44.85583565394159]","[9, 44.0155167672412]","[963, 42.331610183942026]","[92, 41.44964351646225]"
"[98, 62.04594684908616]","[9, 58.79003071995648]","[96, 56.37091707299892]","[97, 55.71249166730907]","[963, 54.31780336240028]","[99, 51.799694624250655]","[91, 51.185047360608266]","[92, 50.843475391180846]","[969, 50.21025622455376]","[93, 49.75199766803913]"
"[98, 36.15439153901931]","[9, 34.0509100797098]","[97, 31.208828436560175]","[963, 30.86271359187929]","[99, 28.700738342927536]","[956, 28.06413582899174]","[96, 27.79485966150369]","[969, 27.743417079198657]","[95, 27.48493189291953]","[923, 27.220634523046535]"
"[96, 30.206962160431306]","[98, 29.574754573416]","[9, 29.344055397054213]","[902, 29.160634269627554]","[93, 26.376740501642153]","[900, 25.931405362161062]","[95, 24.79790448973426]","[919, 24.221818950947284]","[99, 22.352986847232827]","[97, 22.341781385846442]"
"[98, 45.841396566416506]","[96, 43.21909611321127]","[9, 40.938925428937644]","[97, 39.79468836271954]","[91, 38.61392831620841]","[963, 38.17339125284703]","[95, 36.852270412481246]","[99, 36.62235379820571]","[919, 36.595724519654944]","[969, 36.48115075208542]"
"[98, 34.64452837836287]","[97, 34.08992768198788]","[96, 32.84950218497674]","[9, 32.06206677219896]","[99, 31.788505722602245]","[969, 28.90762732556369]","[91, 28.80646787266852]","[95, 28.038176745701126]","[945, 26.99091185862186]","[919, 25.74594640663025]"
"[96, 55.44855645110952]","[98, 52.37058282613269]","[97, 45.610964667715145]","[95, 45.35613146597737]","[92, 44.46085052081144]","[9, 40.585566843592005]","[99, 38.57068031306196]","[91, 38.22521343952775]","[94, 37.69192319495859]","[939, 37.075091670833636]"
"[9, 30.813002748297784]","[98, 26.62953579945908]","[93, 24.380110197729348]","[924, 21.426827683776605]","[96, 21.230610099253997]","[95, 20.8752134369574]","[993, 19.592883700477323]","[928, 19.546050801698517]","[97, 19.030168724033498]","[934, 19.00678400596369]"
"[902, 34.54484674030115]","[900, 33.63958184210396]","[9, 32.97617709352288]","[98, 31.595457575759383]","[937, 30.329099510291435]","[96, 27.96255667648099]","[93, 25.49888188660027]","[97, 22.35568482164821]","[919, 21.96168922774035]","[95, 21.758423548784013]"
"[98, 41.86259514886251]","[96, 36.43302591852167]","[924, 35.962745850360136]","[9, 35.36332780893047]","[93, 33.99193954428675]","[95, 32.26526747992231]","[919, 31.292984327574395]","[993, 30.816917491038843]","[928, 29.949172450522642]","[926, 29.78946507975674]"
"[900, 22.928985985761727]","[9, 21.567220859430265]","[902, 19.760364557579518]","[98, 19.681107183759817]","[937, 17.73124615223036]","[93, 17.236805361331236]","[96, 16.130438862795078]","[923, 15.6276308778805]","[99, 15.52213620658647]","[97, 15.371853674424173]"
"[98, 37.16754230121865]","[96, 35.80438554339245]","[9, 33.54092378485247]","[95, 30.11452617017121]","[93, 29.364239531393867]","[97, 29.297166114390617]","[919, 28.954763552049002]","[924, 28.29864324477721]","[902, 28.122228284028136]","[99, 27.985761779386777]"
"[98, 34.501417185337445]","[93, 31.552048932158222]","[919, 31.11341398225311]","[9, 30.430778366042098]","[924, 29.11406686314413]","[96, 29.06864751702389]","[928, 25.099146569616426]","[993, 23.806283334498648]","[926, 23.343713956369175]","[95, 23.31080574468606]"
"[98, 38.26362990993211]","[9, 37.04159750316335]","[93, 34.29118199528262]","[924, 32.0067358198289]","[919, 30.96836991786581]","[96, 30.78558992746406]","[95, 28.333583039435332]","[928, 25.215954609938578]","[993, 24.91688982406086]","[936, 24.909953151680696]"
"[98, 43.14305702791366]","[97, 41.360262810891356]","[96, 41.33103307947947]","[95, 40.306961894122026]","[99, 38.06722618087093]","[9, 37.71026169675198]","[91, 37.70618394271282]","[969, 36.47181781083743]","[919, 35.943462099493885]","[963, 35.282229737204254]"
"[98, 38.69835439901613]","[9, 37.90022332614832]","[96, 33.922985761259504]","[93, 32.53786488320222]","[95, 30.360941657554754]","[919, 30.018852278177256]","[924, 27.92956398277227]","[97, 26.92025493984035]","[963, 26.168358372322132]","[91, 25.757035865931893]"
"[9, 21.398194184315976]","[937, 20.99282903328013]","[98, 20.08997826124618]","[902, 19.970120585254772]","[900, 18.99730884179789]","[96, 17.70747703955399]","[990, 17.508989837885625]","[93, 15.784364646447099]","[984, 14.985423667317924]","[988, 14.975273761165278]"
"[98, 73.74778378171953]","[96, 64.13412862933114]","[95, 57.59231770124308]","[9, 57.30123058811916]","[97, 57.22241846473119]","[92, 55.04578716197346]","[91, 54.01931211203781]","[99, 51.8405484030602]","[969, 51.65723908453141]","[919, 51.323910271439146]"
